gene,ligand,receptor,pair,cell_type,mean,std,n
CD3E,TGFB1,TGFBR1,TGFB1$TGFBR1,Endothelial,0.0,0.0,151
CD3E,TGFB1,TGFBR2,TGFB1$TGFBR2,Endothelial,0.0,0.0,151
CD3E,TGFB2,TGFBR2,TGFB2$TGFBR2,Endothelial,0.0,0.0,151
CD3E,TGFB1,ACVR1B,TGFB1$ACVR1B,Endothelial,0.0,0.0,151
CD3E,BMP2,ACVR2A,BMP2$ACVR2A,Endothelial,0.0,0.0,151
CD3E,BMP2,BMPR2,BMP2$BMPR2,Endothelial,0.0,0.0,151
CD3E,BMP4,ACVR2A,BMP4$ACVR2A,Endothelial,0.0,0.0,151
CD3E,BMP4,BMPR2,BMP4$BMPR2,Endothelial,0.0,0.0,151
CD3E,BMP6,ACVR2A,BMP6$ACVR2A,Endothelial,0.0,0.0,151
CD3E,BMP6,BMPR2,BMP6$BMPR2,Endothelial,0.0,0.0,151
CD3E,GDF11,TGFBR1,GDF11$TGFBR1,Endothelial,0.0,0.0,151
CD3E,GDF11,ACVR1B,GDF11$ACVR1B,Endothelial,0.0,0.0,151
CD3E,TGFA,EGFR,TGFA$EGFR,Endothelial,0.0,0.0,151
CD3E,HBEGF,EGFR,HBEGF$EGFR,Endothelial,0.0,0.0,151
CD3E,PDGFA,PDGFRA,PDGFA$PDGFRA,Endothelial,0.0,0.0,151
CD3E,PDGFA,PDGFRB,PDGFA$PDGFRB,Endothelial,0.0,0.0,151
CD3E,PDGFB,PDGFRA,PDGFB$PDGFRA,Endothelial,0.0,0.0,151
CD3E,PDGFC,PDGFRA,PDGFC$PDGFRA,Endothelial,0.0,0.0,151
CD3E,IGF1,ITGA6,IGF1$ITGA6,Endothelial,0.0,0.0,151
CD3E,IGF1,ITGB4,IGF1$ITGB4,Endothelial,0.0,0.0,151
CD3E,CCL14,CCR1,CCL14$CCR1,Endothelial,0.0,0.0,151
CD3E,CCL15,CCR1,CCL15$CCR1,Endothelial,0.0,0.0,151
CD3E,CXCL12,CXCR4,CXCL12$CXCR4,Endothelial,0.0,0.0,151
CD3E,CXCL16,CXCR6,CXCL16$CXCR6,Endothelial,0.0,0.0,151
CD3E,IL2,IL2RG,IL2$IL2RG,Endothelial,0.0,0.0,151
CD3E,IL7,IL2RG,IL7$IL2RG,Endothelial,0.0,0.0,151
CD3E,IL15,IL2RB,IL15$IL2RB,Endothelial,0.0,0.0,151
CD3E,IL15,IL2RG,IL15$IL2RG,Endothelial,0.0,0.0,151
CD3E,IL21,IL2RG,IL21$IL2RG,Endothelial,0.0,0.0,151
CD3E,IL12A,IL12RB1,IL12A$IL12RB1,Endothelial,0.0,0.0,151
CD3E,IL10,IL10RA,IL10$IL10RA,Endothelial,0.0,0.0,151
CD3E,IL18,IL18R1,IL18$IL18R1,Endothelial,0.0,0.0,151
CD3E,IL18,IL18RAP,IL18$IL18RAP,Endothelial,0.0,0.0,151
CD3E,CSF1,CSF1R,CSF1$CSF1R,Endothelial,0.0,0.0,151
CD3E,IL16,CD4,IL16$CD4,Endothelial,0.0,0.0,151
CD3E,TNFSF14,TNFRSF14,TNFSF14$TNFRSF14,Endothelial,0.0,0.0,151
CD3E,TNFSF10,TNFRSF10A,TNFSF10$TNFRSF10A,Endothelial,0.0,0.0,151
CD3E,CD40LG,ITGB2,CD40LG$ITGB2,Endothelial,0.0,0.0,151
CD3E,POSTN,ITGAV,POSTN$ITGAV,Endothelial,0.0,0.0,151
CD3E,POSTN,ITGB3,POSTN$ITGB3,Endothelial,0.0,0.0,151
CD3E,POSTN,ITGB5,POSTN$ITGB5,Endothelial,0.0,0.0,151
